Fi,Ex,Pi,exx,pii,lfi,lex,lpi,lafi,laex,lapi,id,dd,red
0.867257584,0.611539323,0.777465789,0.576427653,0.238928183,-0.142419248,-0.49177602,-0.251715637,0.142419248,0.49177602,0.251715637,37,1,1
0.485291572,0.979418765,0.095775675,0.294709481,0.380520836,-0.723005389,-0.02079598,-2.345746541,0.723005389,0.02079598,2.345746541,38,1,2
0.103325561,0.347298206,0.414085561,0.01299131,0.52211349,-2.269870489,-1.057571485,-0.881682657,2.269870489,1.057571485,0.881682657,39,1,3
0.72135955,0.715177647,0.732395447,0.731273138,0.663706144,-0.326617584,-0.33522431,-0.311434683,0.326617584,0.33522431,0.311434683,40,1,4
0.339393539,0.083057088,0.050705334,0.449554967,0.805298797,-1.080594963,-2.4882271,-2.981724167,1.080594963,2.4882271,2.981724167,41,1,5
0.957427527,0.450936529,0.36901522,0.167836795,0.946891451,-0.043505251,-0.796428683,-0.996917389,0.043505251,0.796428683,0.996917389,42,1,6
0.575461516,0.81881597,0.687325106,0.886118624,0.088484104,-0.552582924,-0.199895921,-0.374947873,0.552582924,0.199895921,0.374947873,43,1,7
0.193495505,0.186695412,0.005634992,0.604400452,0.230076758,-1.642500997,-1.678276803,-5.178759551,1.642500997,1.678276803,5.178759551,44,1,8
0.811529494,0.554574853,0.323944878,0.322682281,0.371669412,-0.208834548,-0.589553489,-1.127181907,0.208834548,0.589553489,1.127181907,45,1,9
0.429563482,0.922454294,0.642254764,0.040964109,0.513262065,-0.844985744,-0.08071745,-0.442770225,0.844985744,0.08071745,0.442770225,46,1,1
0.047597471,0.290333735,0.960564651,0.759245938,0.654854719,-3.044975649,-1.236724207,-0.040233989,3.044975649,1.236724207,0.040233989,47,1,2
0.66563146,0.658213176,0.278874537,0.477527766,0.796447372,-0.407019125,-0.418226424,-1.276993286,0.407019125,0.418226424,1.276993286,48,1,3
0.283665449,0.026092617,0.597184423,0.195809594,0.938040026,-1.259959732,-3.646102878,-0.515529297,1.259959732,3.646102878,0.515529297,49,1,4
0.901699437,0.393972059,0.915494309,0.914091423,0.079632679,-0.103474033,-0.931475288,-0.088291131,0.103474033,0.931475288,0.088291131,50,1,5
0.519733426,0.7618515,0.233804195,0.632373251,0.221225333,-0.654439241,-0.272003624,-1.453271287,0.654439241,0.272003624,1.453271287,51,1,6
0.137767415,0.129730941,0.552114082,0.35065508,0.362817987,-1.982188414,-2.042292658,-0.594000584,1.982188414,2.042292658,0.594000584,52,1,7
0.755801404,0.497610382,0.870423968,0.068936908,0.50441064,-0.27997663,-0.697937874,-0.138774866,0.27997663,0.697937874,0.138774866,53,1,8
0.373835392,0.865489823,0.188733854,0.787218737,0.646003294,-0.983939707,-0.144459663,-1.667417436,0.983939707,0.144459663,1.667417436,54,1,9
0.991869381,0.233369264,0.50704374,0.505500565,0.787595947,-0.008163853,-1.455133256,-0.679158007,0.008163853,1.455133256,0.679158007,55,1,1
0.60990337,0.601248706,0.825353626,0.223782394,0.929188601,-0.494454744,-0.50874661,-0.191943347,0.494454744,0.50874661,0.191943347,56,1,2
0.227937359,0.969128147,0.143663512,0.942064222,0.070781255,-1.478684429,-0.031358429,-1.940281436,1.478684429,0.031358429,1.940281436,57,1,3
0.845971347,0.337007588,0.461973399,0.660346051,0.212373908,-0.167269789,-1.087649833,-0.772247967,0.167269789,1.087649833,0.772247967,58,1,4
0.464005336,0.704887029,0.780283285,0.378627879,0.353966562,-0.767859227,-0.349717732,-0.248098239,0.767859227,0.349717732,0.248098239,59,1,5
0.082039325,0.07276647,0.098593171,0.096909708,0.495559215,-2.500556574,-2.620500007,-2.316753279,2.500556574,2.620500007,2.316753279,60,1,6
0.700073314,0.440645911,0.416903057,0.815191536,0.637151869,-0.356570215,-0.819513649,-0.874901561,0.356570215,0.819513649,0.874901561,61,1,7
0.318107302,0.808525353,0.735212943,0.533473364,0.778744523,-1.145366525,-0.212543242,-0.307595103,1.145366525,0.212543242,0.307595103,62,1,8
0.936141291,0.176404794,0.05352283,0.251755193,0.920337176,-0.065988862,-1.734973959,-2.927646987,0.065988862,1.734973959,2.927646987,63,1,9
0.55417528,0.544284235,0.371832716,0.970037021,0.06192983,-0.590274252,-0.608283678,-0.989311214,0.590274252,0.608283678,0.989311214,64,1,1
0.172209269,0.912163676,0.690142602,0.68831885,0.203522483,-1.759044861,-0.091935836,-0.370857033,1.759044861,0.091935836,0.370857033,65,1,2
0.790243257,0.280043117,0.008452488,0.406600678,0.345115137,-0.235414461,-1.272811698,-4.773294443,0.235414461,1.272811698,4.773294443,66,1,3
0.408277246,0.647922558,0.326762374,0.124882507,0.486707791,-0.895808811,-0.433984099,-1.118522057,0.895808811,0.433984099,1.118522057,67,1,4
0.026311235,0.015802,0.64507226,0.843164335,0.628300444,-3.637759245,-4.147618765,-0.438392937,3.637759245,4.147618765,0.438392937,68,1,5
0.644345224,0.383681441,0.963382147,0.561446164,0.769893098,-0.439520634,-0.957942651,-0.037305116,0.439520634,0.957942651,0.037305116,69,1,6
0.262379212,0.751560882,0.281692033,0.279727992,0.911485751,-1.337964448,-0.285603059,-1.266940886,1.337964448,0.285603059,1.266940886,70,1,7
0.880413201,0.119440323,0.600001919,0.998009821,0.053078405,-0.127363935,-2.124938421,-0.510822425,0.127363935,2.124938421,0.510822425,71,1,8
0.49844719,0.487319764,0.918311805,0.716291649,0.194671058,-0.696257633,-0.718834772,-0.085218289,0.696257633,0.718834772,0.085218289,72,1,9
0.116481179,0.855199206,0.236621691,0.434573478,0.336263712,-2.150025573,-0.156420848,-1.441292654,2.150025573,0.156420848,1.441292654,73,1,1
0.734515167,0.223078647,0.554931578,0.152855306,0.477856366,-0.308544634,-1.500230893,-0.588910456,0.308544634,1.500230893,0.588910456,74,1,2
0.352549156,0.590958088,0.873241464,0.871137134,0.619449019,-1.042565217,-0.526010181,-0.13554317,1.042565217,0.526010181,0.13554317,75,1,3
0.970583145,0.958837529,0.19155135,0.589418963,0.761041673,-0.029858208,-0.042033636,-1.65259936,0.029858208,0.042033636,1.65259936,76,1,4
0.588617134,0.32671697,0.509861236,0.307700791,0.902634326,-0.529979334,-1.118661018,-0.673616677,0.529979334,1.118661018,0.673616677,77,1,5
0.206651122,0.694596411,0.828171122,0.02598262,0.04422698,-1.576723309,-0.364424306,-0.188535477,1.576723309,0.364424306,0.188535477,78,1,6
0.824685111,0.062475853,0.146481009,0.744264448,0.185819634,-0.192753649,-2.772975149,-1.92085949,0.192753649,2.772975149,1.92085949,79,1,7
0.4427191,0.430355294,0.464790895,0.462546277,0.327412287,-0.814819796,-0.843144146,-0.766167663,0.814819796,0.843144146,0.766167663,80,1,8
0.060753089,0.798234735,0.783100781,0.180828105,0.469004941,-2.80093735,-0.225352571,-0.24449388,2.80093735,0.225352571,0.24449388,81,1,9
0.678787077,0.166114176,0.101410667,0.899109934,0.610597594,-0.387447784,-1.79507992,-2.288576996,0.387447784,1.79507992,2.288576996,82,1,1
0.296821066,0.533993617,0.419720553,0.617391762,0.752190248,-1.214625793,-0.627371393,-0.868166139,1.214625793,0.627371393,0.868166139,83,1,2
0.914855055,0.901873058,0.738030439,0.335673591,0.893782902,-0.088989636,-0.103281503,-0.30377021,0.088989636,0.103281503,0.30377021,84,1,3
0.532889044,0.2697525,0.056340326,0.053955419,0.035375555,-0.629442049,-1.310250407,-2.87634473,0.629442049,1.310250407,2.87634473,85,1,4
0.150923032,0.637631941,0.374650212,0.772237247,0.176968209,-1.890985294,-0.449994057,-0.981762456,1.890985294,0.449994057,0.981762456,86,1,5
0.768957021,0.005511382,0.692960098,0.490519076,0.318560862,-0.262720201,-5.200939871,-0.36678286,0.262720201,5.200939871,0.36678286,87,1,6
0.38699101,0.373390823,0.011269984,0.208800904,0.460153516,-0.949353816,-0.985129625,-4.485612371,0.949353816,0.985129625,4.485612371,88,1,7
0.005024999,0.741270264,0.32957987,0.927082733,0.601746169,-5.293330024,-0.299389991,-1.109936557,5.293330024,0.299389991,1.109936557,89,1,8
0.623058987,0.109149705,0.647889757,0.645364561,0.743338823,-0.473114082,-2.215034899,-0.434034725,0.473114082,2.215034899,0.434034725,90,1,9
0.241092976,0.477029147,0.966199643,0.36364639,0.884931477,-1.422572627,-0.740177685,-0.034384796,1.422572627,0.740177685,0.034384796,91,1,1
0.859126965,0.844908588,0.284509529,0.081928218,0.02652413,-0.151838562,-0.168526837,-1.256988532,0.151838562,0.168526837,1.256988532,92,1,2
0.477160954,0.212788029,0.602819415,0.800210047,0.168116784,-0.739901415,-1.547458778,-0.506137605,0.739901415,1.547458778,0.506137605,93,1,3
0.095194942,0.58066747,0.921129301,0.518491875,0.309709437,-2.351828469,-0.543577027,-0.082154861,2.351828469,0.543577027,0.082154861,94,1,4
0.713228931,0.948546911,0.239439187,0.236773704,0.451302091,-0.337952829,-0.052824033,-1.429455811,0.337952829,0.052824033,1.429455811,95,1,5
0.33126292,0.316426352,0.557749074,0.955055532,0.592894745,-1.104842899,-1.15066476,-0.583846106,1.104842899,1.15066476,0.583846106,96,1,6
0.949296909,0.684305794,0.87605896,0.673337361,0.734487398,-0.052033664,-0.379350394,-0.132321884,0.052033664,0.379350394,0.132321884,97,1,7
0.567330897,0.052185235,0.194368846,0.391619189,0.876080052,-0.566812553,-2.952955679,-1.637997657,0.566812553,2.952955679,1.637997657,98,1,8
0.185364886,0.420064676,0.512678732,0.109901017,0.017672705,-1.68542904,-0.867346589,-0.668105883,1.68542904,0.867346589,0.668105883,99,1,9
0.803398875,0.787944117,0.830988618,0.828182846,0.159265359,-0.218903957,-0.238328109,-0.185139181,0.218903957,0.238328109,0.185139181,100,1,1
0.421432864,0.155823558,0.149298505,0.546464674,0.300858013,-0.864094793,-1.85903095,-1.901807588,0.864094793,1.85903095,1.901807588,101,1,2
0.039466852,0.523702999,0.467608391,0.264746503,0.442450666,-3.232294149,-0.646830551,-0.760124105,3.232294149,0.646830551,0.760124105,102,1,3
0.657500841,0.891582441,0.785918277,0.983028331,0.58404332,-0.419309236,-0.114757371,-0.240902465,0.419309236,0.114757371,0.240902465,103,1,4
0.27553483,0.259461882,0.104228163,0.70131016,0.725635973,-1.289041234,-1.349145477,-2.261172908,1.289041234,1.349145477,2.261172908,104,1,5
0.893568819,0.627341323,0.422538049,0.419591988,0.867228627,-0.112531926,-0.466264512,-0.861475779,0.112531926,0.466264512,0.861475779,105,1,6
0.511602807,0.995220764,0.740847935,0.137873817,0.008821281,-0.670206723,-0.004790693,-0.299959891,0.670206723,0.004790693,0.299959891,106,1,7
0.129636796,0.363100205,0.059157822,0.856155645,0.150413934,-2.043018616,-1.013076436,-2.827546457,2.043018616,1.013076436,2.827546457,107,1,8
0.747670785,0.730979647,0.377467708,0.574437474,0.292006588,-0.290792525,-0.313369662,-0.974270256,0.290792525,0.313369662,0.974270256,108,1,9
0.365704774,0.098859088,0.695777594,0.292719302,0.433599241,-1.005928899,-2.314059796,-0.362725219,1.005928899,2.314059796,0.362725219,109,1,1
0.983738762,0.466738529,0.01408748,0.01100113,0.575191895,-0.016394903,-0.761986073,-4.262468819,0.016394903,0.761986073,4.262468819,110,1,2
0.601772751,0.83461797,0.332397366,0.729282959,0.716784548,-0.507875395,-0.18078118,-1.10142414,0.507875395,0.18078118,1.10142414,111,1,3
0.21980674,0.202497411,0.650707253,0.447564787,0.858377202,-1.515006573,-1.597028178,-0.429695426,1.515006573,1.597028178,0.429695426,112,1,4
0.837840729,0.570376852,0.969017139,0.165846616,0.999969856,-0.176927257,-0.561457993,-0.03147298,0.176927257,0.561457993,0.03147298,113,1,5
0.455874717,0.938256294,0.287327025,0.884128444,0.141562509,-0.785537251,-0.063732133,-1.247134252,0.785537251,0.063732133,1.247134252,114,1,6
0.073908706,0.306135735,0.605636911,0.602410273,0.283155163,-2.60492465,-1.183726697,-0.501474629,2.60492465,1.183726697,0.501474629,115,1,7
0.691942695,0.674015176,0.923946797,0.320692101,0.424747816,-0.368252137,-0.394502652,-0.079100788,0.368252137,0.394502652,0.079100788,116,1,8
0.309976684,0.041894617,0.242256684,0.03897393,0.56634047,-1.171258197,-3.172597933,-1.417757437,1.171258197,3.172597933,1.417757437,117,1,9
0.928010672,0.409774058,0.56056657,0.757255758,0.707933124,-0.074712046,-0.892149349,-0.578807275,0.074712046,0.892149349,0.578807275,118,1,1
0.546044661,0.777653499,0.878876456,0.475537587,0.849525777,-0.60505451,-0.251474228,-0.129110942,0.60505451,0.251474228,0.129110942,119,1,2
0.16407865,0.145532941,0.197186342,0.193819415,0.991118431,-1.807409393,-1.927352819,-1.623606099,1.807409393,1.927352819,1.623606099,120,1,3
0.782112639,0.513412382,0.515496228,0.912101244,0.132711084,-0.245756509,-0.666675893,-0.662625293,0.245756509,0.666675893,0.662625293,121,1,4
0.400146627,0.881291823,0.833806114,0.630383072,0.274303738,-0.915924232,-0.126366467,-0.181754381,0.915924232,0.126366467,0.181754381,122,1,5
0.018180616,0.249171264,0.152116001,0.3486649,0.415896392,-4.007399307,-1.389614812,-1.883111885,4.007399307,1.389614812,1.883111885,123,1,6
0.636214605,0.617050705,0.470425887,0.066946729,0.557489045,-0.452219343,-0.482804079,-0.754116852,0.452219343,0.482804079,0.754116852,124,1,7
0.254248594,0.984930146,0.788735773,0.785228557,0.699081699,-1.369442774,-0.015184558,-0.237323903,1.369442774,0.015184558,0.237323903,125,1,8
0.872282582,0.352809588,0.107045659,0.503510386,0.840674352,-0.136641846,-1.041826778,-2.234499816,0.136641846,1.041826778,2.234499816,126,1,9
0.490316571,0.720689029,0.425355545,0.221792214,0.982267006,-0.712704033,-0.32754754,-0.854829883,0.712704033,0.32754754,0.854829883,127,1,1
0.10835056,0.08856847,0.743665432,0.940074043,0.123859659,-2.222383383,-2.423979354,-0.296164033,2.222383383,2.423979354,0.296164033,128,1,2
0.726384549,0.456447911,0.061975318,0.658355871,0.265452313,-0.319675723,-0.784280691,-2.78101907,0.319675723,0.784280691,2.78101907,129,1,3
0.344418537,0.824327352,0.380285204,0.3766377,0.407044967,-1.065897684,-0.193187556,-0.966833771,1.065897684,0.193187556,0.966833771,130,1,4
0.962452526,0.192206793,0.69859509,0.094919528,0.54863762,-0.038270538,-1.64918344,-0.358683975,0.038270538,1.64918344,0.358683975,131,1,5
0.580486515,0.560086235,0.016904976,0.813201357,0.690230274,-0.543888708,-0.579664516,-4.080147263,0.543888708,0.579664516,4.080147263,132,1,6
0.198520504,0.927965676,0.335214862,0.531483185,0.831822927,-1.616862889,-0.074760534,-1.092983574,1.616862889,0.074760534,1.092983574,133,1,7
0.816554492,0.295845117,0.653524749,0.249765014,0.973415581,-0.20266163,-1.217919215,-0.425374875,0.20266163,1.217919215,0.425374875,134,1,8
0.434588481,0.663724558,0.971834635,0.968046842,0.115008235,-0.833355716,-0.409888038,-0.028569618,0.833355716,0.409888038,0.028569618,135,1,9
0.05262247,0.031603999,0.290144521,0.68632867,0.256600888,-2.944612064,-3.454471616,-1.237376132,2.944612064,3.454471616,1.237376132,136,1,1
0.670656459,0.39948344,0.608454407,0.404610499,0.398193542,-0.399498257,-0.917582966,-0.496833296,0.399498257,0.917582966,0.496833296,137,1,2
0.288690447,0.767362882,0.926764293,0.122892327,0.539786195,-1.242400283,-0.264795471,-0.076056014,1.242400283,0.264795471,0.076056014,138,1,3
0.906724436,0.135242323,0.24507418,0.841174156,0.681378849,-0.097916694,-2.000687124,-1.406194339,0.097916694,2.000687124,1.406194339,139,1,4
0.524758425,0.503121764,0.563384066,0.559455984,0.822971503,-0.644817265,-0.686923063,-0.573793706,0.644817265,0.686923063,0.573793706,140,1,5
0.142792414,0.871001205,0.881693952,0.277737813,0.964564156,-1.946363354,-0.138111919,-0.125910276,1.946363354,0.138111919,0.125910276,141,1,6
0.760826402,0.238880646,0.200003838,0.996019641,0.10615681,-0.273350065,-1.431791241,-1.609418723,0.273350065,1.431791241,1.609418723,142,1,7
0.378860391,0.606760088,0.518313724,0.71430147,0.247749463,-0.970587503,-0.499621808,-0.657174575,0.970587503,0.499621808,0.657174575,143,1,8
0.99689438,0.974639529,0.83662361,0.432583298,0.389342117,-0.003110452,-0.02568759,-0.178380999,0.003110452,0.02568759,0.178380999,144,1,9
0.614928369,0.34251897,0.154933497,0.150865127,0.530934771,-0.486249491,-1.071428236,-1.864759306,0.486249491,1.071428236,1.864759306,145,1,1
0.232962357,0.710398411,0.473243383,0.869146955,0.672527424,-1.456878396,-0.341929324,-0.748145471,1.456878396,0.341929324,0.748145471,146,1,2
0.850996346,0.078277852,0.791553269,0.587428783,0.814120078,-0.161347444,-2.547490577,-0.233758101,0.161347444,2.547490577,0.233758101,147,1,3
0.469030335,0.446157293,0.109863155,0.305710612,0.955712731,-0.757087832,-0.807083714,-2.208519733,0.757087832,0.807083714,2.208519733,148,1,4
0.087064324,0.814036735,0.428173041,0.02399244,0.097305385,-2.441108077,-0.205749785,-0.848227864,2.441108077,0.205749785,0.848227864,149,1,5
0.705098312,0.181916176,0.746482928,0.742274269,0.238898038,-0.349418036,-1.704209269,-0.292382532,0.349418036,1.704209269,0.292382532,150,1,6
0.323132301,0.549795617,0.064792814,0.460556097,0.380490692,-1.129693439,-0.598208675,-2.736560577,1.129693439,0.598208675,2.736560577,151,1,7
0.94116629,0.917675058,0.3831027,0.178837926,0.522083346,-0.060635439,-0.085911918,-0.95945218,0.060635439,0.085911918,0.95945218,152,1,8
0.559200279,0.285554499,0.701412586,0.897119754,0.663675999,-0.581247589,-1.253322378,-0.354658997,0.581247589,1.253322378,0.354658997,153,1,9
0.177234267,0.65343394,0.019722472,0.615401583,0.805268653,-1.730282879,-0.425513837,-3.925996583,1.730282879,0.425513837,3.925996583,154,1,1
0.795268256,0.021313382,0.338032358,0.333683411,0.946861306,-0.229075792,-3.848420141,-1.084613654,0.229075792,3.848420141,1.084613654,155,1,2
0.413302245,0.389192823,0.656342245,0.05196524,0.08845396,-0.883576126,-0.943680369,-0.421072911,0.883576126,0.943680369,0.421072911,156,1,3
0.031336234,0.757072264,0.974652131,0.770247068,0.230046614,-3.462980215,-0.278296569,-0.02567466,3.462980215,0.278296569,0.02567466,157,1,4
0.649370222,0.124951705,0.292962017,0.488528897,0.371639267,-0.431752275,-2.079827976,-1.227712313,0.431752275,2.079827976,1.227712313,158,1,5
0.267404211,0.492831146,0.611271903,0.206810725,0.513231921,-1.318993866,-0.707588667,-0.492213406,1.318993866,0.707588667,0.492213406,159,1,6
0.8854382,0.860710587,0.929581789,0.925092553,0.654824574,-0.121672615,-0.149996967,-0.073020483,0.121672615,0.149996967,0.073020483,160,1,7
0.503472189,0.228590029,0.247891676,0.643374382,0.796417228,-0.686226804,-1.475825146,-1.394763419,0.686226804,1.475825146,1.394763419,161,1,8
0.121506177,0.59646947,0.566201562,0.36165621,0.938009882,-2.107790178,-0.516727221,-0.568805148,2.107790178,0.516727221,0.568805148,162,1,9
0.739540166,0.964348911,0.884511448,0.079938039,0.079602535,-0.301726683,-0.036302109,-0.122719823,0.301726683,0.036302109,0.122719823,163,1,1
0.357574155,0.332228352,0.202821334,0.798219867,0.221195189,-1.028412512,-1.101932739,-1.595429816,1.028412512,1.101932739,1.595429816,164,1,2
0.975608144,0.700107793,0.52113122,0.516501696,0.362787842,-0.024694265,-0.356520966,-0.651753407,0.024694265,0.356520966,0.651753407,165,1,3
0.593642132,0.067987234,0.839441107,0.234783524,0.504380496,-0.521478613,-2.688435327,-0.175018957,0.521478613,2.688435327,0.175018957,166,1,4
0.211676121,0.435866676,0.157750993,0.953065353,0.645973149,-1.552697904,-0.830418871,-1.846737483,1.552697904,0.830418871,1.846737483,167,1,5
0.82971011,0.803746117,0.476060879,0.671347181,0.787565803,-0.186678904,-0.218471835,-0.742209536,0.186678904,0.218471835,0.742209536,168,1,6
0.447744099,0.171625558,0.794370765,0.38962901,0.929158457,-0.803533417,-1.762440164,-0.230204968,0.803533417,1.762440164,0.230204968,169,1,7
0.065778087,0.539504999,0.112680651,0.107910838,0.07075111,-2.72146852,-0.617103228,-2.183197559,2.72146852,0.617103228,2.183197559,170,1,8
0.683812076,0.90738444,0.430990537,0.826192666,0.212343764,-0.380072142,-0.09718906,-0.841669145,0.380072142,0.09718906,0.841669145,171,1,9
0.301846065,0.275263881,0.749300424,0.544474495,0.353936417,-1.19783811,-1.290025074,-0.288615276,1.19783811,1.290025074,0.288615276,172,1,1
0.919880054,0.643143323,0.06761031,0.262756323,0.495529071,-0.083511994,-0.441387682,-2.693994793,0.083511994,0.441387682,2.693994793,173,1,2
0.537914042,0.011022764,0.385920196,0.981038152,0.637121725,-0.620056505,-4.50779269,-0.952124677,0.620056505,4.50779269,0.952124677,174,1,3
0.155948031,0.378902205,0.704230082,0.69931998,0.778714378,-1.858232462,-0.970477141,-0.350650155,1.858232462,0.970477141,0.350650155,175,1,4
0.77398202,0.746781646,0.022539968,0.417601809,0.920307032,-0.256206636,-0.291982444,-3.79246519,0.256206636,0.291982444,3.79246519,176,1,5
0.392016009,0.114661087,0.340849855,0.135883637,0.061899685,-0.936452601,-2.165774571,-1.076313207,0.936452601,2.165774571,1.076313207,177,1,6
0.010049997,0.482540529,0.659159741,0.854165466,0.203492339,-4.600182943,-0.728690364,-0.416789375,4.600182943,0.728690364,0.416789375,178,1,7
0.628083986,0.85041997,0.977469627,0.572447294,0.345084993,-0.465081386,-0.162024969,-0.02278806,0.465081386,0.162024969,0.02278806,179,1,8
0.246117975,0.218299411,0.295779513,0.290729123,0.486677646,-1.401944285,-1.521887714,-1.218140991,1.401944285,1.521887714,1.218140991,180,1,9
0.864151964,0.586178852,0.614089399,0.009010951,0.6282703,-0.146006641,-0.534130328,-0.48761476,0.146006641,0.534130328,0.48761476,181,1,1
0.482185952,0.954058293,0.932399285,0.72729278,0.769862953,-0.729425447,-0.047030506,-0.069994139,0.729425447,0.047030506,0.069994139,182,1,2
0.100219941,0.321937734,0.250709172,0.445574608,0.911455607,-2.300388098,-1.133397125,-1.383461689,2.300388098,1.133397125,1.383461689,183,1,3
0.71825393,0.689817176,0.569019058,0.163856436,0.053048261,-0.33093211,-0.371328679,-0.563841352,0.33093211,0.371328679,0.563841352,184,1,4
0.336287919,0.057696617,0.887328944,0.882138265,0.194640914,-1.089787584,-2.852556738,-0.119539515,1.089787584,2.852556738,0.119539515,185,1,5
